Decisao;Tipo
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado ta contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado  representado por anonimizado, contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 08 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado     em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 49/53, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado  Uta representada por anonimizado sfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 51/55, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado   , representada por anonimizado  , em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 58/62, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado sta representado pelo(a) seu irmão, anonimizado contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho P independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado l    representada por anonimizado desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 57/61, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado va, representada por anonimizado desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 55/59, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado a representado(a) por anonimizado  Brito, em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 37/40, como consignado no bojo da decisão, e que compeliu a parte Ré a disponibilizar à parte autora a suplementação alimentar pugnada (fórmula calórica), podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, limitando-se à quantidade requerida na exordial (11 latas (400g)/mês), pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário atualizado elaborado Médico, com a solicitação do produto e quantidade a cada 06 meses.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado to dos   representado(a) por anonimizado  contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XXG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado sentada por Diesi     em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 56/60, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado ilva representada por anonimizado   da    em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 53/57, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado de  em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 37/40, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora a consulta declinada na exordial - 'consulta em cirurgia ortopédica (coluna) e em neurocirurgia'.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 34/37, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora a consulta declinada na exordial - 'consulta em proctologia Cirúrgica '.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado ntado pelo(a) filho(a) anonimizado  CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho M independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado  representado(a) por anonimizado  o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado eira, em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 51/55, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado va representado(a) por anonimizado va Filho em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 57/61, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado rreira, representada por anonimizado reira, em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 35/38, como consignado no bojo da decisão, e que compeliu a parte Ré a disponibilizar à parte autora a suplementação alimentar pugnada inclusive frascos e equipos -, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, limitando-se à quantidade requerida na exordial (dieta - 36 litros/mês, frascos - 60 unidades/mês e equipos 30 unidades/mês), pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado de   em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 36/39, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora a consulta declinada na exordial - 'com especialista em Cirurgia Geral'.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado esentada por     Leandro em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 59/63, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado sentado por Victor Henrique Pereira Mongelo em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 54/58, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado os, representada por anonimizado  em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 33/36, como consignado no bojo da decisão, e que compeliu a parte Ré a disponibilizar à parte autora a suplementação alimentar pugnada, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, limitando-se à quantidade requerida na exordial (30l de dieta, 30 unidades de equipo e 30 unidades de frascos), pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 08 meses.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado osta representado por anonimizado contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 03 unidades por dia 90 fraldas mensais, tamanho XG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
3. ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado   Valhejo, representada por anonimizado Valhejo, em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 55/58, como consignado no bojo da decisão, e que compeliu a parte Ré a disponibilizar à parte autora a suplementação alimentar pugnada inclusive frascos e equipos -, podendo ser de outras marcas que não aquelas delineadas na petição inicial, desde que atenda às especificações de fórmula e densidade calórica, limitando-se à quantidade requerida na exordial e nos termos como delimitado no bojo da decisão (30 litros, 150 frascos e 30 equipos), bem como as fraldas descartáveis pugnadas na prefacial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação dos produtos e quantidade a cada 06 meses.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado uza Kanashiro    representado(a) pela genitora anonimizado contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XG, infantil independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
"3. ISSO POSTO, conheço dos EMBARGOS DE DECLARAÇÃO opostos pelo Município de Campo Grande, pois tempestivos, e se acolhe os mesmos para constar no dispositivo da Sentença à p. 63 que ""julga-se extinta, sem resolução do mérito a presente ação que anonimizado move em desfavor de Estado de Mato Grosso do Sul e Município de Campo Grande/MS', já qualificados', mantendo-se íntegro o restante da aludida decisão.";1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado representado por        em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 36/39, como consignado no bojo da decisão, e que compeliu a parte Ré a disponibilizar à parte autora a suplementação alimentar pugnada, independente de marca, desde que atenda às especificações de fórmula e densidade calórica, e insumos respectivos (frascos e equipos) limitando-se à quantidade requerida na exordial e insumos (52,5 l, 60 frascos e 30 equipos/mês p. 08, item 'd'), pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 27/30, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora a consulta declinada na exordial médico especialista otorrinolaringologia.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado  desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 41/44, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora a consulta declinada na exordial - 'consulta em cirurgia geral'. Ademais, ciência ainda à parte autora, pp. 72/77.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado azquez representado por anonimizado contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado ustin representado(a) por anonimizado contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado mbelli representado por sua esposa, anonimizado, contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado     Pereira representado(a) por anonimizado ra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G (infantil) independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, nos termos do art. 487, I do NCPC JULGO PROCEDENTE a pretensão desta Ação de Obrigação de Fazer deduzida por anonimizado  contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de ratificar a tutela de pp. 32/34, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora o procedimento declinado na exordial - 'laqueadura tubária bilateral'.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado es representado(a) por anonimizado  em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 53/57, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado esentado por anonimizado, contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado  Filho contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho G independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado e Melo, representada por anonimizado em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 54/58, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado valho dos   representado(a) por anonimizado  contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho P independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado nola representado por Rutiene Amarilha em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 55/59, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
3. ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado ral Filho em desfavor de Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 46/49, como consignado no bojo da decisão e que compeliu a parte Ré a disponibilizar à parte autora a consulta declinada na exordial com Fonoaudiólogo, com especialidade em Distúrbio do Processamento Auditivo Central (avaliação e anamnese).;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado , representado(a) por anonimizado onstantino, em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 52/56, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado lva, representada por anonimizado Duarte em desfavor do Município de Campo Grande/MS, já qualificados, para o fim de ratificar a tutela de pp. 55/59, como consignado no bojo da decisão e que compeliu a parte Ré a providenciar a transferência da parte autora/paciente a um Hospital que possibilitasse o tratamento de sua patologia, inclusive com o custeio em estabelecimento privado, caso não houvesse vaga na rede pública de saúde, nos termos do 'Boletim Médico para Solicitação de Vaga Hospitalar' anexado a exordial.;1
ISSO POSTO, JULGO PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado os representado por Beatriz Renata dos   contra o MUNCÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 10 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
ISSO POSTO, JULGO PARCIALMENTE PROCEDENTE a pretensão desta AÇÃO DE OBRIGAÇÃO DE FAZER deduzida por anonimizado es de   representado(a) por anonimizado gues contra o MUNICÍPIO DE CAMPO GRANDE/MS, já qualificados, para o fim de determinar à parte demandada disponibilize à parte autora as fraldas descartáveis pugnadas exordial, com limitação de 04 unidades por dia 120 fraldas mensais, tamanho XG independente de marca ou do fabricante, desde que atendendo a sua finalidade, pelo período prescrito pelo médico, cabendo, entretanto, em se tratando de utilização recorrente e contínuo a parte apresentar receituário médico atualizado, com a solicitação do produto e quantidade a cada 06 meses. No mais, ratifica-se a decisão de tutela antecipada quanto a obrigação da parte demandada no fornecimento das aludidas fraldas.;1
